id,user,standard_answer
qa_248,Nawala un screen sa market,"Para maibalik ang screen ng Market Watch sa inyong trading terminal: I-right click ang Market Watch window, piliin ang 'Symbols' at piliin ang mga instrumento na gusto ninyong i-trade, i-click ang 'Show', pagkatapos isara ang Market Watch window. I-right click muli ang Market Watch at piliin ang 'Show All'. Kung may mga greyed-out na simbolo, maaari ninyong i-right click at piliin ang 'Hide'. Kung patuloy pa rin ang problema sa inyong trading platform, makipag-ugnayan sa aming Live Agents para sa technical assistance."
qa_249,Can I register from Mauritius,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_250,What is HFM,"HFM is a unified brand name of the HF Markets Group, a global online trading provider offering access to Forex, Commodities, Indices, Shares, and Cryptocurrencies. We provide trading services through popular platforms like MT4 and MT5, with competitive spreads and leverage up to 1:2000. HFM is regulated by multiple financial authorities worldwide including CySEC, FCA, FSCA, and others, ensuring a secure and reliable trading environment for our clients."
qa_251,Why can't I withdraw through online banking,"If you cannot withdraw through online banking, please check: Your account is fully verified with all required documents approved, you have sufficient available funds not tied to open trades or margin requirements, and your withdrawal method matches your deposit method if required. Withdrawals are processed within 24 hours, but bank processing times vary. You can check your withdrawal status in myHF area under My Wallet > Wallet Actions > Wallet Finances > Withdrawals tab. If you continue to experience issues or need account-specific assistance, please contact our Live Agents with your account details and any error messages you receive."
qa_252,Do you have zero swap fee,"HFM offers swap-free trading conditions on specific trading accounts for clients who observe Sharia law, however, several instruments may face Carry Charges after a position has been rolled over for sequential period of days. Swap-free trading conditions are also available for clients who do not observe Sharia law, on specific trading accounts and specific instruments. For detailed information about swap-free accounts and which instruments are eligible, please contact our Live Agents who can provide specific details based on your trading requirements."
qa_253,I encounter error,"To help you resolve the error you are experiencing, please provide more specific details about: What type of error you are encountering (login, deposit, withdrawal, trading platform, etc.), the exact error message you are seeing, and when the error occurs. Please also provide a screenshot of the error message if possible. Once you have this information, please contact our Live Agents who can provide targeted assistance based on the specific error you are facing."
qa_254,How to log in on MT5,"To log in to MT5, you need your trading account number, trader's password, and server details. For PC/WebTerminal: Open MT5, click 'File' > 'Login to Trade Account', enter your account number and password, choose the server, and click 'Login'. For Android: Open MT5, tap the 3 lines menu, select 'Manage Accounts', tap the + sign, choose 'Login to an existing account', type 'hfmarkets', select the server, enter your account details, and tap 'Sign in'. For iPhone: Open MT5, go to 'Settings' > 'New Account' > 'Login to an existing account', enter 'hfmarkets', choose the server, enter your credentials, and tap 'Sign in'. If you need help with login credentials, contact our Live Agents."
qa_255,"HFM app won't open, what is the PIN","Maaaring hindi nagbubukas ang inyong HFM app dahil sa maling PIN o iba pang teknikal na isyu. Ang tamang PIN ay ang password na inyong itinakda para sa inyong trading account. Kung nais ninyong baguhin o i-reset ang inyong trader's password (PIN): Buksan ang HFM App at mag-login sa inyong myHF area, pumunta sa Menu at piliin ang 'My Wallet', piliin ang 'Live Accounts' o 'Demo Accounts', tapos piliin ang trading account na gusto ninyong baguhin ang password, i-tap ang tatlong patayong tuldok sa tabi ng 'Trade' button at piliin ang 'Change Password', maglagay ng bagong password na sumusunod sa security criteria, tapos i-tap ang 'Continue', makakatanggap kayo ng OTP sa inyong registered email, ilagay ito sa field at i-tap ang 'Confirm'. Kung hindi pa rin ma-access ang app, subukan i-restart ang inyong device o i-update ang app. Kung problema pa rin, makipag-ugnayan sa aming support team."
qa_256,How to unarchive my wallet,"Archiving a trading account is permanent and cannot be undone. Once you archive a trading account, it cannot be reactivated or unarchived. If you need to continue trading, you may consider opening a new trading account through your myHF area by going to Trading Accounts > Open Live Account or Open Demo Account. If you need assistance with creating a new account, please contact our Live Agents."
qa_257,My ID cannot be verified,"To verify your account, you need to provide a valid Proof of Identification such as a current passport, National ID card, or Driving Licence. If your voter ID or current document is not accepted, please try submitting one of these alternative documents. You can upload your documents directly in your myHF area or send them via email to backoffice@hfm.com. Once your documents are verified (usually within 48 hours), you will be able to make deposits. If you continue to experience issues, please contact our Live Agents for further assistance with the verification process."
qa_258,Donde esta mi deposito,"Si tu depósito no aparece en tu cuenta, puede deberse a varios motivos como el tiempo de procesamiento según el método de pago, que la verificación de tu cuenta no esté completa, retrasos por parte de tu banco o detalles incorrectos en el depósito. Para resolverlo, por favor envía una captura de pantalla del recibo o confirmación de la transacción exitosa al correo deposit@hfm.com o contacta a un Agente en vivo para que te ayuden a verificar el estado de tu depósito."
qa_259,Why was my account closed and archived,"Trading accounts may be archived for several reasons including reaching the maximum limit of 7 Live MT4/MT5 accounts per client, prolonged inactivity, compliance requirements, or account violations. Once archived, accounts cannot be reactivated. If you need to continue trading, you can create a new trading account through your myHF area. For specific details about why your particular account was archived, please contact our Live Agents who can review your account history and provide detailed information."
qa_260,Why can't I see my open trading positions,"If you can't see your open trading positions, please try the following steps: Make sure you are logged into the correct trading account on your platform (MT4/MT5 or Web Terminal), check that the instruments related to your account type are visible in the 'Market Watch' window (right-click on 'Market Watch', select 'Symbols', choose the instruments you want to trade, click 'Show', then close the window), confirm you are connected to the correct server and that your login details are correct. If some symbols appear greyed out, they might be used for price calculations and can be hidden by right-clicking and selecting 'Hide'. Also, right-click on 'Market Watch' and select 'Show All' to ensure all available instruments are displayed. If you still cannot see your positions, try logging out and logging back in or restarting the platform."
qa_261,Can I transfer balance from Top-Up Bonus account to Premium account,"For questions about transferring funds between different account types or bonus accounts, please contact our Live Agents who can provide specific guidance based on your account configuration and bonus terms. They will be able to assist you with account transfers and explain any restrictions that may apply."
qa_262,I can't deposit to my account,"If you are unable to make a deposit, please try the following steps: Log in to your myHF area, click on 'Deposit' on the left-hand menu, select your preferred payment method and follow the instructions. If using the HFM App, tap Menu > Deposit and select an available method. Ensure your account is fully verified with approved documents. If you receive any error messages or continue to experience issues, please email our Deposit Department at deposit@hfm.com or contact a Live Agent for further support."
qa_263,My account was archived,"Unfortunately, once a trading account is archived on HF Markets, it cannot be reactivated or reopened. Accounts may be archived due to inactivity, reaching account limits, or other reasons. If you wish to continue trading, you will need to create a new trading account through your myHF area by going to Trading Accounts > Open Live Account. If you need assistance or have questions about why your account was archived, please contact our Live Agents."
qa_264,Please verify my IDs today,"To verify your identification documents, please upload them through your myHF area or send them via email to backoffice@hfm.com. Required documents include: A current, colored scanned copy of your passport or similar photo ID (National ID card or Driving licence), and a Proof of Address document (bank statement or utility bill) not older than 6 months, showing your name and physical address. Once submitted, your documents will be verified within 24-48 hours."
qa_265,How to activate my trading account,"To activate your trading account, ensure you have completed account verification by submitting required documents (Proof of Identification and Proof of Address) through your myHF area or to backoffice@hfm.com. Once verified, you can log in to your trading platform using your trading account number, trader's password, and correct server. If you encounter any errors during login, please provide a screenshot and contact our Live Agents for assistance."
qa_266,Where is the dashboard in the app,"In the HFM App, you can access your dashboard by logging into your myHF area. Once logged in, tap on the Menu at the bottom of the screen. From there, you can navigate to different sections such as My Wallet, Live Accounts, or Demo Accounts, which serve as your main dashboard areas to manage your finances and trading accounts."
qa_267,Account registration confirmation and appointment,"For questions about account registration status, appointment confirmations, or specific account setup processes, please contact our Live Agents who can verify your registration details and assist with any appointment-related inquiries. They will be able to provide personalized assistance based on your specific registration requirements."
qa_268,HF Markets broker registration reference number,"HFM (HF Markets) is registered as an International Business Company in St. Vincent & the Grenadines with the registration number 22747 IBC 2015. If you need a specific reference number related to your personal account or registration, please log in to your myHF area on the website or HFM App to manage your account details. For official documents or confirmation, please contact HFM support via the Contact Us page from your registered email address."
qa_269,Where can I find my trading ID,"You can find your trading ID by logging into your myHF area. Once logged in, go to the My Trading Accounts section where all your live and demo trading accounts are listed along with their respective trading IDs. If using the HFM App, log in to your myHF account, tap on Menu, then My Wallet, and select either the Live Accounts or Demo Accounts tab. Your trading IDs will be displayed there next to each account."
qa_270,Balance not reflecting in MT5 app,"If your balance is not reflecting in the MT5 app, please try the following steps: Ensure you are logged in with the correct trading account number and trader's password, verify that you have selected the correct server when logging in, refresh or restart the app to update the balance, and check your account status in the myHF area to confirm your funds are available. If you recently made a deposit or withdrawal, allow some time for the transaction to process. If the issue persists, try logging out and logging back in or contact our Live Agents for assistance."
qa_271,How long does deposit take to process,"Deposit processing times vary depending on your payment method. Most deposits are processed instantly or within a few minutes, but some methods may take longer. You can check the specific processing times for each deposit method on our website by navigating to Trading > Pricing > Deposit Options. If your deposit transaction was successful but funds are not showing in your myHF account, please send a screenshot of your deposit receipt to deposit@hfm.com."
qa_272,What is demo contest,"The Demo Contest is a trading competition where you can participate using a demo account to compete for real cash prizes. Participants trade with virtual funds and compete to achieve the highest percentage gain during the contest period. Winners can receive cash prizes that can be withdrawn or used for live trading. For current demo contest details, rules, and prizes, please visit our website under Promotions > Demo Contest."
qa_273,Why was my trading account archived,"Trading accounts may be archived for several reasons including: reaching the maximum limit of trading accounts per client, prolonged account inactivity, compliance or regulatory requirements, or account violations. Once archived, accounts cannot be reactivated. If you need to continue trading, you can create a new trading account through your myHF area. For specific details about why your account was archived, please contact our Live Agents."
qa_274,Why does leverage change when account exceeds certain amount,"HFM uses Dynamic Leverage which automatically adjusts based on your account equity for risk management. The leverage decreases as your account balance increases: $0-$4,999 = 1:2000, $5,000-$39,999 = 1:1000, $40,000-$99,999 = 1:500, $100,000+ = 1:200. This is done automatically without prior notice to protect both you and the company from excessive risk exposure on larger accounts."
qa_275,Minimum capital for bonus accounts,"The minimum deposit requirements vary by account type and current promotions. For specific information about minimum deposits for bonus accounts and current promotional offers, please check our website under Promotions or log into your myHF area to view available account types and their requirements. You can also contact our Live Agents for detailed information about current bonus account offerings."
qa_276,How to access myHF area,"To access your myHF area, visit the HFM website and click on 'Login' or download the HFM App from your device's app store. Use your registered email address and password to log in. If you haven't registered yet, click 'Register' to create your account first. Once logged in, you can manage your wallet, trading accounts, deposits, withdrawals, and other account services through the myHF area."
qa_277,IB transfer or Introducing Broker transfer,"For Introducing Broker (IB) related transfers or to link your account to an IB partner, please contact our Partners Department at partners@hfm.com or speak with our Live Agents. They can assist you with IB account linking, commission transfers, and other partner-related services. Please provide your account details and IB information when contacting support."
qa_278,What does withdrawals mean,"Withdrawals refer to the process of taking money out from your trading account or myHF wallet back to your bank account, card, or e-wallet. You can withdraw funds that are not tied to open trades or margin requirements. To make a withdrawal, log into your myHF area, select 'Withdraw', choose your preferred method, and follow the instructions. Withdrawals are processed within 24 hours, and funds are sent to the same payment method used for deposits."
qa_279,Why is my myHF account locked,"Your myHF account may be locked due to security reasons such as multiple failed login attempts, required document verification, suspicious account activity, or compliance requirements. To unlock your account, please send an email from your registered email address to the contact email found on our Contact Us page, include your myHF ID and explain your situation. Our support team will verify your identity and assist with unlocking your account."
qa_280,No leverage on live trading account,"If your live trading account shows no leverage, this may be because your account has insufficient funds or zero equity. Leverage is automatically applied based on your account equity: $0-$4,999 = 1:2000, $5,000-$39,999 = 1:1000, $40,000-$99,999 = 1:500, $100,000+ = 1:200. Ensure your account is funded to activate leverage. You can also manually change leverage from your myHF area under Trading Accounts > Actions > Change Leverage (limited to 5 changes)."
qa_281,My account is demo only,"If you currently have only a demo account and want to open a live trading account, please log into your myHF area and select Trading Accounts > Open Live Account. You will need to complete account verification by submitting Proof of Identification and Proof of Address documents. Once verified, you can fund your live account and start real trading."
qa_282,How to reset password,"For myHF area password: Click 'Forgot Password' on the login page, enter your email, and follow reset instructions. For trading account password: Log into myHF area, go to My Trading Accounts, click the settings icon next to your account, select 'Change Password', enter a new password meeting security criteria, and verify with OTP sent to your registered email."
qa_283,About my account verification,"For account verification, you need to submit Proof of Identification (passport, National ID, or driving license) and Proof of Address (recent bank statement or utility bill not older than 6 months). Upload documents in your myHF area or email to backoffice@hfm.com. Verification takes 24-48 hours. If you need to submit a selfie with your ID, ensure both your face and ID are clearly visible."
qa_284,Cannot sign in to MT4 live server,"Para makapag-sign in sa MT4 at maayos ang problema sa live server: Buksan ang MT4, sa login screen i-type ang 'hfmarkets' at piliin ang tamang server, ilagay ang trading account number at trader's password, i-click ang Login. Kung hindi alam ang tamang server, tingnan sa myHF area o sa email na natanggap. Kung umabot na sa maximum na 7 live accounts, kailangan i-archive muna ang isa bago makapag-login sa bago."
qa_285,How to create HFM account,"To create an HFM account, visit the HFM website and click 'Register' to create your myHF area account first. Then log into your myHF area, select Trading Accounts > Open Live Account or Open Demo Account, and create your Trading Account Password. For live accounts, you'll need to submit verification documents (Proof of ID and Proof of Address). Verification takes 24-48 hours."
qa_286,Who is my broker,"HF Markets (SV) Ltd is incorporated in St. Vincent & the Grenadines as an International Business Company with registration number 22747 IBC 2015. HFM is a unified brand of the HF Markets Group, regulated by multiple authorities including CySEC, FCA, FSCA, and others. For more information, visit our website under Company > Regulations and Licenses."
qa_287,Cannot login archived account,"Once a trading account is archived, it cannot be reactivated or reopened. To continue trading, you need to create a new trading account through your myHF area under Trading Accounts > Open Live Account. If you've reached the maximum limit of 7 live accounts, archive an existing account first to create space for a new one."
qa_288,Withdrawal completed but money not received,"If your withdrawal shows as completed but you haven't received the funds, this may be due to processing times by your bank or payment provider. Check your withdrawal status in myHF area under My Wallet > Wallet Actions > Wallet Finances > Withdrawals tab. If the processing time has exceeded the expected timeframe for your payment method, you can send a screenshot of your withdrawal confirmation to deposit@hfm.com for assistance, or contact our Live Agents."
qa_289,Paano buksan email at password,"Para mabuksan ang email gamit ng email address at password: Pumunta sa website o app ng email provider (Gmail, Yahoo, Outlook), i-type ang email address sa login field, i-enter ang password sa password field, i-click ang Sign In o Log In button. Siguraduhing tama ang email address at password. Kung nakalimutan ang password, mag-request ng password reset sa login page."
qa_290,Copy trade setup assistance,"For assistance with copy trading setup and invitations, please contact our Live Agents who can provide detailed guidance on copy trading features and account configuration."
qa_291,Lupa kata sandi login MT5,"Untuk mengatasi lupa kata sandi login MT5, Anda perlu mengganti kata sandi trader melalui area myHF. Masuk ke myHF area, pilih My Trading Accounts, klik ikon roda gigi di bawah tab ACTIONS, pilih Change Password, masukkan kata sandi baru yang memenuhi kriteria keamanan, dan verifikasi dengan OTP yang dikirim ke email terdaftar."
qa_292,How to unarchive HFM account,"A trading account cannot be reactivated once it is archived. If you wish to continue trading, you will need to create a new trading account through your myHF area by going to Trading Accounts > Open Live Account. If you need assistance, please contact our Live Agents."
qa_293,What is HFM Mobile app,"The HFM Mobile app allows you to manage your trading account on mobile devices. You can download it from your device's app store (iOS/Android), log in with your myHF credentials, and access account management, deposits, withdrawals, and trading platform access. For trading, you can also download the MT4/MT5 mobile apps."
qa_294,Where to download MT5 platform,"You can download MT4/MT5 from our website at https://www.hfm.com/int/en/platforms or directly from your myHF area under Trading Platforms. We offer desktop versions for Windows/Mac, mobile apps for iOS/Android, and WebTerminal for browser-based trading."
qa_295,What is minimum deposit,The minimum initial deposit depends on the account type selected. Please visit https://www.hfm.com/int/en/trading-accounts to view all our accounts and the minimum initial deposit for each account type.
qa_296,Deposit not received,"If your deposit transaction was successful but you have not received the funds in your myHF account, please send a screenshot of the deposit receipt or any confirmation of the successful transaction to deposit@hfm.com, and our Deposit Department will assist you further regarding this matter."
qa_297,Account pending requirements,"If your account shows pending requirements, you need to complete verification by submitting Proof of Identification (passport, National ID, or driving license) and Proof of Address (recent bank statement or utility bill not older than 6 months). Upload documents in your myHF area or email to backoffice@hfm.com. Verification takes 24-48 hours."
qa_298,Cannot withdraw profit from wallet,"If you cannot withdraw profit from your wallet, ensure your account is fully verified with approved documents. Check that you have sufficient available funds not tied to open trades or margin requirements. If the submit button is not active, your verification may still be pending. Contact our Live Agents for assistance."
qa_299,Alternative proof of address documents,"For Proof of Address verification, you can use: recent bank statement, utility bill (energy, water, telephone, gas), or any governmental document showing your name and address, issued within the last 6 months. Ensure all four corners are visible and the document clearly shows your full name and physical address."
qa_300,Does HFM offer instant execution,"HFM clients have the ability to execute trades directly from real time streaming quotes, provided by the largest liquidity providers in the Forex market. Quotes are updated in real time. For specific execution details and trading conditions, please contact our Live Agents."
qa_301,Deposit time using bank or Maya,"Deposit processing times vary depending on your payment method. Most deposits are processed instantly or within a few minutes, but some methods may take longer. If your deposit transaction was successful but funds are not showing in your myHF account, please send a screenshot of your deposit receipt to deposit@hfm.com."
qa_302,Archive social trading account,"To archive your social trading account: On Desktop - Log in to myHF area, go to My Trading Accounts section, find your account, click the cog wheel under ACTIONS, select Archive Account and confirm. On HFM App - Log in, tap Menu > My Wallet, select your account, tap the three dots next to Trade button, tap Archive Account and confirm. Note: Once archived, the account cannot be reactivated."
qa_303,Where to upload proof of address,You can upload your documents directly from your myHF area or scan them and send them to backoffice@hfm.com. Your documents will be checked by the verification department within 48 hours.
qa_304,Indonesian support team contact,"For support assistance, please send an email from your registered email address to the contact email provided on our Contact Us page at https://www.hfm.com/int/en/contact-us. Include the necessary information so our team can help you quickly."
qa_305,Cannot access HFM account after email change,"If you cannot access your HFM account after changing your email, the request to change your email address must be sent from the email address registered with your HFM account. If you no longer have access to your registered email address, send your request from your new email address to the contact email found on our Contact Us page, including: front and back copy of your registered ID document, a clear photo of yourself holding your registered ID document, and confirmation of your old email address."
qa_306,Company giveaway registration,"For information about company promotions, giveaways, and special events, please check our website under the Promotions section or contact our Live Agents for current promotional offerings and registration details."
qa_307,Check ticket status,"For checking the status of support tickets or specific case numbers, please contact our Live Agents who can access your account details and provide updates on your ticket status."
qa_308,Check deposit status,"To check your deposit status, log in to your myHF area, go to My Wallet > Wallet Actions > Wallet Finances, and select the Deposits tab to view all your deposit requests and their current status. If your deposit was successful but funds are not showing, send a screenshot of your deposit receipt to deposit@hfm.com."
qa_309,Pumasok na ba withdrawal sa GCash,"Para malaman kung pumasok na ang inyong withdrawal sa GCash, mag-log in sa inyong myHF area, pumunta sa My Wallet > Wallet Actions > Wallet Finances, at piliin ang Withdrawals tab para makita ang status ng inyong withdrawal. Kung gusto ninyo ng agarang tulong, maaari kayong kumonekta sa isang Live Agent."
qa_310,Ang tagal pumasok ng withdrawal,Ang processing time ay ang oras na kailangan para ma-review at ma-proseso ng HFM ang inyong withdrawal request bago ito maipasa sa processor ng inyong napiling withdrawal method. Ang oras para makita ang pondo sa inyong account ay depende sa payment method na ginagamit ninyo. Maaari ninyong tingnan ang processing times sa aming website.
qa_311,How much to withdraw in e-wallet,"You can withdraw any amount from the funds that are surplus to your margin requirement. There is no specific minimum withdrawal limit for transfers from trading accounts. To make a withdrawal, log in to your myHF area, select Withdraw, and choose your e-wallet as the withdrawal method. Withdrawals are processed within 24 hours."
qa_312,Give me a trader,We will connect you with one of our live agents to assist you.
qa_313,Cannot deposit via GCash,"If you are unable to make a deposit via GCash, please try the following steps: Log in to your myHF area, click on Deposit, select your preferred method and follow the instructions. Ensure your account is fully verified with approved documents. If you receive any error messages or continue to experience issues, please email our Deposit Department at deposit@hfm.com or contact a Live Agent for further support."
qa_314,Maximum transfer from live account to wallet,"There is no specified maximum limit for transferring funds from your live account to your wallet. You can transfer any amount available in your live account equity. To transfer funds, log into your myHF area, select Transfer funds on the left-hand menu, choose the account from which you wish to transfer and the receiving account, enter the amount and click Transfer Funds."
qa_315,How to earn money from trading app,We will connect you with one of our live agents to assist you.
qa_316,Minimum lot size and deposit for cent account,The minimum trade size we accept is 1 micro lot (0.01 lots). The minimum initial deposit depends on the account type selected. Please visit https://www.hfm.com/int/en/trading-accounts to view all our accounts and the minimum initial deposit for each account type.
qa_317,Where is my deposit,"If your deposit transaction was successful but you have not received the funds in your myHF account, please send a screenshot of the deposit receipt or any confirmation of the successful transaction to deposit@hfm.com, and our Deposit Department will assist you further regarding this matter."
qa_318,How to deposit and withdraw locally,"Please log in to your myHF area, click on deposit or withdraw, select your preferred method and follow the instructions on the screen. As part of our anti-money laundering procedures, withdrawals must be made to the same method you used for deposits. For specific local payment methods available in your region, check the available options in your myHF area."
qa_319,MT5 connection problem,"If you are experiencing connection problems with MT5, please check your internet connection, ensure you are using the correct server (hfmarkets), verify your trading account number and password are correct, and try restarting the platform. If the issue persists, please contact our Live Agents for technical assistance."
qa_320,Live account investor password,"For security reasons, we cannot share passwords directly. To reset your trader's password, log into your myHF area, go to My Trading Accounts, click the cog wheel under ACTIONS next to your account, select Change Password, enter a new password meeting security criteria, and verify with OTP sent to your registered email."
qa_321,Withdrawal rejected after phone number update,"If your withdrawal is being rejected after updating your phone number, ensure your account verification is complete, check that withdrawals are being made to the same card used for deposits in the last 6 months, and verify all account details are updated. If the issue persists, please contact our Live Agents for assistance."
qa_322,Where to send deposit screenshot,Please send the screenshot of your deposit receipt or transaction confirmation to deposit@hfm.com for assistance with deposit-related issues.
qa_323,Trading advice and account status,We will connect you with one of our live agents to assist you.
qa_324,What type of account did I select,"You can find your account type by logging into your myHF area and checking the My Trading Accounts section where all your live and demo trading accounts are listed along with their account types. If you need help identifying your account type or want to open a different account type, please contact our Live Agents."
qa_325,How to claim deposit bonus,"For currently available bonuses and their conditions, you can check our website by going to the Promotions tab or log in to your myHF area to view available promotional offers."
qa_326,Delete account and create new one,"If you wish to close your HFM account, please ensure you have first withdrawn all remaining funds. Once there are no funds left in your HFM account, you can send us an email from your registered email address, confirming you wish to close your HFM account, and including the reason behind your decision for feedback purposes. You can find our email address on our website Contact Us section."
qa_327,Check inquiry status,"For checking the status of your inquiry or support request, please contact our Live Agents who can access your account details and provide updates on your case status."
qa_328,Open account with 100 bonus,"For currently available bonuses and their conditions, you can check our website by going to the Promotions tab or log in to your myHF area to view available promotional offers and account types."
qa_329,Connect HFM to MetaTrader 5,"To connect to MT5, open your MT5 platform, click Settings, select New Account, choose Login to an existing account, type hfmarkets and select the broker name, enter your trading account number and trader's password, select the appropriate server, and click Sign in. If you continue to experience issues, please contact our Live Agents for assistance."
qa_330,Check myHF account details,"For security and privacy reasons, account details cannot be accessed directly through chat. Please log in to your myHF area on the website or HFM App to view your account information, or contact our Live Agents through official channels for account-specific assistance."
qa_331,Delete HFM account to create new,"If you wish to close your HFM account, please ensure you have first withdrawn all remaining funds. Once there are no funds left in your HFM account, you can send us an email from your registered email address, confirming you wish to close your HFM account, and including the reason behind your decision for feedback purposes. You can find our email address on our website Contact Us section."
qa_332,Credit trading account with amount,"For account crediting or deposit assistance, please log in to your myHF area, click on Deposit, select your preferred method and follow the instructions. If you need specific assistance with your account, please contact our Live Agents who can provide personalized help based on your account details."
qa_333,What to do after creating demo account,"After creating your demo account, you can start practicing trading by logging into your trading platform (MT4 or MT5) using your demo account credentials. You can add or remove virtual funds anytime from your myHF area under My Trading Accounts > Demo Accounts > Add or Remove funds. Use this account to practice trading strategies without risking real money."
qa_334,How do I start trading,"To get started with trading: Create a trading account through your myHF area under Trading Accounts > Open Live Account or Open Demo Account, complete account verification for live accounts by submitting required documents, deposit funds for live trading, and log in to your trading platform (MT4/MT5) using your account credentials. For beginners, we recommend starting with a demo account to practice."
qa_335,Withdrawal limit explanation,"Withdrawal limits may be based on your available account balance minus any margin requirements for open positions. You can withdraw any amount that is surplus to margin requirements. To check your available withdrawal amount, log in to your myHF area and view your account balance. If you have specific questions about withdrawal limits, please contact our Live Agents."
qa_336,Beginner wants to join,"Welcome! As a beginner, we recommend starting with a demo account to practice trading without risk. Create your account through our website by clicking Register, then log into your myHF area to open a demo account under Trading Accounts > Open Demo Account. This allows you to learn trading with virtual funds before moving to live trading."
qa_337,Why was my business with HFM terminated during verification,"If your business with HFM was terminated during the verification process, this could be due to incomplete or rejected verification documents, failure to meet regulatory requirements, or other compliance issues. Please check your registered email for any notifications from our verification team explaining the reason. For specific details about your account termination and potential resolution, please contact our support team at the email address found on our Contact Us page, as they can review your case individually and provide detailed information about the termination reason."
qa_338,Can I register from Kenya,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_339,What is HFM company,"HFM is a unified brand name of the HF Markets Group, a global online trading provider offering access to Forex, Commodities, Indices, Shares, and Cryptocurrencies. We provide trading services through popular platforms like MT4 and MT5, with competitive spreads and leverage up to 1:2000. HFM is regulated by multiple financial authorities worldwide including CySEC, FCA, FSCA, and others, ensuring a secure and reliable trading environment for our clients."
qa_341,I encounter error in my MT5 account,"If you are experiencing connection problems with MT5, please check your internet connection, ensure you are using the correct server (hfmarkets), verify your trading account number and password are correct, and try restarting the platform. If the issue persists, please contact our Live Agents for technical assistance."
qa_342,Pwede ba ako mag pa copy Trades? Sa mga invites KO?,"Para sa copy trading setup at mga invitations, makipag-ugnayan sa aming Live Agents na makapagbibigay ng detalyadong gabay sa copy trading features at account configuration."
qa_343,Is your gcash deposit currently on maintenance?,"If you are unable to make a deposit via GCash, please try the following steps: Log in to your myHF area, click on Deposit, select your preferred method and follow the instructions. Ensure your account is fully verified with approved documents. If you receive any error messages or continue to experience issues, please email our Deposit Department at deposit@hfm.com or contact a Live Agent for further support."
qa_344,How do I add an IB code when opening a TOP-UP Bonus account?,"To add an IB code when opening a bonus account, you can add the affiliate ID upon opening your wallet or trading account. For assistance with IB account linking and bonus account setup, please contact our Partners Department at partners@hfm.com or speak with our Live Agents who can provide specific guidance based on your account configuration and bonus terms."
qa_345,Meron po bang error sa system? Nag positive stop loss po ako tas pagka check ko negative na,"Para sa mga isyu sa trading execution, stop loss behavior, o mga sistema ng platform, mangyaring makipag-ugnayan sa aming Live Agents na makapagbibigay ng detalyadong tulong at makakapag-review ng inyong trade history para sa mga ganitong teknikal na problema."
qa_346,Please help,"I'm here to assist you with any questions or issues you may have regarding your HFM account, trading, deposits, withdrawals, or platform usage. Please provide more specific details about what you need help with, or feel free to connect to a Live Agent for immediate personalized assistance."
qa_347,Why does my account say pending,"If your account shows as pending, this typically means your account verification is incomplete. You need to submit Proof of Identification (passport, National ID, or driving license) and Proof of Address (recent bank statement or utility bill not older than 6 months). Upload documents in your myHF area or email to backoffice@hfm.com. Verification takes 24-48 hours. If you need immediate assistance, please contact our Live Agents."
qa_348,Widrawal,"To make a withdrawal, log in to your myHF area (Client Area) and select 'Withdraw'. Choose your preferred withdrawal method and enter the amount. Withdrawals are processed within 24 hours. Funds will be sent to the same card used for deposits in the last 6 months. If your card has been cancelled, provide an official confirmation letter from your bank. HFM does not charge withdrawal fees, but banks or payment processors may apply transfer fees. For processing times and available withdrawal options, visit Trading > Pricing > Withdrawal Options on our website. To cancel a withdrawal, contact a Live Agent immediately."
qa_349,Student document verification requirements,"For Proof of Legal Existence (Identity), submit a valid colored scanned copy of your passport, National ID card, or Driving License with your photo. For Proof of Address as a student without utility bills, you can provide: a recent bank statement in your name (not older than 6 months), any governmental document showing your name and physical address (not older than 6 months), or ask a family member to provide a utility bill with a signed declaration confirming your residence. Ensure the name on your ID matches the name on your address document. Upload documents via your myHF area or email to backoffice@hfm.com. Documents are reviewed within 48 hours."
qa_350,Wala pa din po yung withdrawal pero complete na po,"Kung nakakuha kayo ng confirmation na complete na ang withdrawal pero hindi pa rin dumadating ang pera, maaaring dahil ito sa processing times ng inyong bank o payment provider. I-check ninyo ang withdrawal status sa inyong myHF area: My Wallet > Wallet Actions > Wallet Finances > Withdrawals tab. Kung lumampas na sa expected processing time para sa inyong payment method, makipag-ugnayan sa aming Live Agents para sa assistance."
qa_351,ang tagal nmn punasok,Ang tagal ng pagpasok ng inyong withdrawal o pondo ay dahil sa proseso ng pag-review at pag-proseso ng HFM ng inyong withdrawal request bago ito maipasa sa processor ng inyong napiling withdrawal method. Ang oras para makita ang pondo sa inyong account ay depende sa payment method na ginagamit ninyo. Maaari ninyong tingnan ang processing times sa aming website sa Trading > Pricing > Withdrawal Options.
