id,user,standard_answer
qa_445,Deposit not showing,"If your deposit transaction was successful but the funds have not appeared in your myHF account, please send a screenshot or any confirmation of the successful transaction to deposit@hfm.com. Our Deposit Department will assist you further. You can also check your deposit status by logging into your myHF area, selecting My Wallet on the left-hand menu, and viewing the Deposit tab to see your recent transactions. If you received an Unsuccessful deposit error, please contact your bank for clarification or reach out to us at the same email above for further help."
qa_446,Funds not visible,"If your deposit transaction was successful but the funds have not appeared in your myHF account, please send a screenshot or any confirmation of the successful transaction to deposit@hfm.com. Our Deposit Department will assist you further. You can also check your deposit status by logging into your myHF area, selecting My Wallet on the left-hand menu, and viewing the Deposit tab to see your recent transactions. If you received an Unsuccessful deposit error, please contact your bank for clarification or reach out to us at the same email above for further help."
qa_447,Reactivate frozen Cent account,"A frozen or archived Cent account cannot be reactivated or recovered once it has been archived. If you have archived your Cent account, this action is permanent. You would need to open a new account if you wish to trade again. If you believe your account was frozen in error, please contact our support team for clarification."
qa_448,Recover archived account,"A frozen or archived Cent account cannot be reactivated or recovered once it has been archived. If you have archived your Cent account, this action is permanent. You would need to open a new account if you wish to trade again. If you believe your account was frozen in error, please contact our support team for clarification."
qa_449,Can I register from my country,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_450,Is my country supported,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_451,I am from Austria can I register,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_452,Can I open account from my country,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_453,Country availability,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_454,I am from Australia can I register,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_455,I am from Europe can I register,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_456,Europe registration,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_457,I am from UK can I register,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_458,United Kingdom registration,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_459,I am from UAE can I register,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_460,UAE registration,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_461,I am from Poland can I register,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_462,Poland registration,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_463,I am from Greece can I register,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_464,Greece registration,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_465,I am from Mauritius can I register,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_466,Mauritius registration,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_467,I am from Seychelles can I register,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_468,Seychelles registration,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_469,I am from Germany can I register,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_470,Germany registration,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_471,Give example of correct password,"A correct password should meet all security criteria, which typically include: A mix of uppercase and lowercase letters, at least one number, at least one special character (e.g., !, @, #, $), and minimum length of 8 characters or more. For example: StrongPass123! When creating your password, make sure it follows these rules to ensure your account security."
qa_472,Password example,"A correct password should meet all security criteria, which typically include: A mix of uppercase and lowercase letters, at least one number, at least one special character (e.g., !, @, #, $), and minimum length of 8 characters or more. For example: StrongPass123! When creating your password, make sure it follows these rules to ensure your account security."
qa_473,Why is my password rejected,"Your password might be rejected if it does not meet the required security criteria. When changing your trader's password, make sure it meets all security requirements (such as length, use of uppercase/lowercase letters, numbers, and special characters), is entered correctly without typos, and matches the confirmation password field. If you are changing your password via the myHF area or the HFM App, you will also need to verify the change by entering a one-time password (OTP) sent to your registered email. Ensure you enter the OTP correctly to complete the process. If you continue to experience issues, please contact our support team for assistance."
qa_474,Password being objected,"Your password might be rejected if it does not meet the required security criteria. When changing your trader's password, make sure it meets all security requirements (such as length, use of uppercase/lowercase letters, numbers, and special characters), is entered correctly without typos, and matches the confirmation password field. If you are changing your password via the myHF area or the HFM App, you will also need to verify the change by entering a one-time password (OTP) sent to your registered email. Ensure you enter the OTP correctly to complete the process. If you continue to experience issues, please contact our support team for assistance."
qa_475,Transfer to manual customer service,We will connect you with one of our live agents to assist you.
qa_476,Manual customer service,We will connect you with one of our live agents to assist you.
qa_477,Why was my account terminated,"If your account was terminated during the verification process, this could be due to incomplete or rejected verification documents, failure to meet regulatory requirements, or other compliance issues. Please check your registered email for any notifications from our verification team explaining the reason. For specific details about your account termination and potential resolution, please contact our support team at the email address found on our Contact Us page, as they can review your case individually and provide detailed information about the termination reason."
qa_478,Account terminated during verification,"If your account was terminated during the verification process, this could be due to incomplete or rejected verification documents, failure to meet regulatory requirements, or other compliance issues. Please check your registered email for any notifications from our verification team explaining the reason. For specific details about your account termination and potential resolution, please contact our support team at the email address found on our Contact Us page, as they can review your case individually and provide detailed information about the termination reason."
qa_479,How to deactivate account,"To deactivate a trading account, you can archive it through your myHF area. On Desktop: Log in to myHF area, find your account under 'My Trading Accounts', click the cog wheel under 'ACTIONS', and select 'Archive Account'. On HFM App: Go to Menu > My Wallet, select your account, tap the three dots next to 'Trade', and tap 'Archive Account'. Important: Once archived, the account cannot be reactivated. If you want to close your entire HFM account, first withdraw all funds, then email us from your registered address via our Contact Us page confirming your request and reason for closure."
qa_480,Deactivate my trading account,"To deactivate a trading account, you can archive it through your myHF area. On Desktop: Log in to myHF area, find your account under 'My Trading Accounts', click the cog wheel under 'ACTIONS', and select 'Archive Account'. On HFM App: Go to Menu > My Wallet, select your account, tap the three dots next to 'Trade', and tap 'Archive Account'. Important: Once archived, the account cannot be reactivated. If you want to close your entire HFM account, first withdraw all funds, then email us from your registered address via our Contact Us page confirming your request and reason for closure."
qa_481,Market Watch disappeared,"To restore the Market Watch screen in your trading terminal: Right-click on the Market Watch window, select 'Symbols' and choose the instruments you want to trade, click 'Show', then close the Market Watch window. Right-click again on Market Watch and select 'Show All'. If you see greyed-out symbols, you can right-click and select 'Hide' to remove them. If you continue to have issues with your trading platform, please contact our Live Agents for technical assistance."
qa_482,Market Watch screen missing,"To restore the Market Watch screen in your trading terminal: Right-click on the Market Watch window, select 'Symbols' and choose the instruments you want to trade, click 'Show', then close the Market Watch window. Right-click again on Market Watch and select 'Show All'. If you see greyed-out symbols, you can right-click and select 'Hide' to remove them. If you continue to have issues with your trading platform, please contact our Live Agents for technical assistance."
qa_483,Nawala ang market screen,"Para maibalik ang screen ng Market Watch sa inyong trading terminal: I-right click ang Market Watch window, piliin ang 'Symbols' at piliin ang mga instrumento na gusto ninyong i-trade, i-click ang 'Show', pagkatapos isara ang Market Watch window. I-right click muli ang Market Watch at piliin ang 'Show All'. Kung may mga greyed-out na simbolo, maaari ninyong i-right click at piliin ang 'Hide'. Kung patuloy pa rin ang problema sa inyong trading platform, makipag-ugnayan sa aming Live Agents para sa technical assistance."
qa_484,Market screen nawala,"Para maibalik ang screen ng Market Watch sa inyong trading terminal: I-right click ang Market Watch window, piliin ang 'Symbols' at piliin ang mga instrumento na gusto ninyong i-trade, i-click ang 'Show', pagkatapos isara ang Market Watch window. I-right click muli ang Market Watch at piliin ang 'Show All'. Kung may mga greyed-out na simbolo, maaari ninyong i-right click at piliin ang 'Hide'. Kung patuloy pa rin ang problema sa inyong trading platform, makipag-ugnayan sa aming Live Agents para sa technical assistance."
qa_485,Can I register from Mauritius,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_486,Mauritius registration available,"We offer services in many countries, which you can see by visiting our registration page and clicking 'Register.' If your country of residence is not an option, it means we don't service your region at this time. We are not able to service residents of certain jurisdictions, including the USA, Canada, Sudan, Syria, Iran, and North Korea. You can start registering from our website by clicking 'Register.'"
qa_487,What is HFM,"HFM is a unified brand name of the HF Markets Group, a global online trading provider offering access to Forex, Commodities, Indices, Shares, and Cryptocurrencies. We provide trading services through popular platforms like MT4 and MT5, with competitive spreads and leverage up to 1:2000. HFM is regulated by multiple financial authorities worldwide including CySEC, FCA, FSCA, and others, ensuring a secure and reliable trading environment for our clients."
qa_488,Tell me about HFM,"HFM is a unified brand name of the HF Markets Group, a global online trading provider offering access to Forex, Commodities, Indices, Shares, and Cryptocurrencies. We provide trading services through popular platforms like MT4 and MT5, with competitive spreads and leverage up to 1:2000. HFM is regulated by multiple financial authorities worldwide including CySEC, FCA, FSCA, and others, ensuring a secure and reliable trading environment for our clients."
qa_489,Why can't I withdraw through online banking,"If you cannot withdraw through online banking, please check: Your account is fully verified with all required documents approved, you have sufficient available funds not tied to open trades or margin requirements, and your withdrawal method matches your deposit method if required. Withdrawals are processed within 24 hours, but bank processing times vary. You can check your withdrawal status in myHF area under My Wallet > Wallet Actions > Wallet Finances > Withdrawals tab. If you continue to experience issues or need account-specific assistance, please contact our Live Agents with your account details and any error messages you receive."
qa_490,Online banking withdrawal not working,"If you cannot withdraw through online banking, please check: Your account is fully verified with all required documents approved, you have sufficient available funds not tied to open trades or margin requirements, and your withdrawal method matches your deposit method if required. Withdrawals are processed within 24 hours, but bank processing times vary. You can check your withdrawal status in myHF area under My Wallet > Wallet Actions > Wallet Finances > Withdrawals tab. If you continue to experience issues or need account-specific assistance, please contact our Live Agents with your account details and any error messages you receive."
qa_491,Do you have zero swap fee,"HFM offers swap-free trading conditions on specific trading accounts for clients who observe Sharia law, however, several instruments may face Carry Charges after a position has been rolled over for sequential period of days. Swap-free trading conditions are also available for clients who do not observe Sharia law, on specific trading accounts and specific instruments. For detailed information about swap-free accounts and which instruments are eligible, please contact our Live Agents who can provide specific details based on your trading requirements."
qa_492,Zero swap available,"HFM offers swap-free trading conditions on specific trading accounts for clients who observe Sharia law, however, several instruments may face Carry Charges after a position has been rolled over for sequential period of days. Swap-free trading conditions are also available for clients who do not observe Sharia law, on specific trading accounts and specific instruments. For detailed information about swap-free accounts and which instruments are eligible, please contact our Live Agents who can provide specific details based on your trading requirements."
qa_493,I encounter error,"To help you resolve the error you are experiencing, please provide more specific details about: What type of error you are encountering (login, deposit, withdrawal, trading platform, etc.), the exact error message you are seeing, and when the error occurs. Please also provide a screenshot of the error message if possible. Once you have this information, please contact our Live Agents who can provide targeted assistance based on the specific error you are facing."
qa_494,Getting an error,"To help you resolve the error you are experiencing, please provide more specific details about: What type of error you are encountering (login, deposit, withdrawal, trading platform, etc.), the exact error message you are seeing, and when the error occurs. Please also provide a screenshot of the error message if possible. Once you have this information, please contact our Live Agents who can provide targeted assistance based on the specific error you are facing."
qa_495,How to log in on MT5,"To log in to MT5, you need your trading account number, trader's password, and server details. For PC/WebTerminal: Open MT5, click 'File' > 'Login to Trade Account', enter your account number and password, choose the server, and click 'Login'. For Android: Open MT5, tap the 3 lines menu, select 'Manage Accounts', tap the + sign, choose 'Login to an existing account', type 'hfmarkets', select the server, enter your account details, and tap 'Sign in'. For iPhone: Open MT5, go to 'Settings' > 'New Account' > 'Login to an existing account', enter 'hfmarkets', choose the server, enter your credentials, and tap 'Sign in'. If you need help with login credentials, contact our Live Agents."
qa_496,MT5 login steps,"To log in to MT5, you need your trading account number, trader's password, and server details. For PC/WebTerminal: Open MT5, click 'File' > 'Login to Trade Account', enter your account number and password, choose the server, and click 'Login'. For Android: Open MT5, tap the 3 lines menu, select 'Manage Accounts', tap the + sign, choose 'Login to an existing account', type 'hfmarkets', select the server, enter your account details, and tap 'Sign in'. For iPhone: Open MT5, go to 'Settings' > 'New Account' > 'Login to an existing account', enter 'hfmarkets', choose the server, enter your credentials, and tap 'Sign in'. If you need help with login credentials, contact our Live Agents."
qa_497,HFM app won't open what is PIN,"Maaaring hindi nagbubukas ang inyong HFM app dahil sa maling PIN o iba pang teknikal na isyu. Ang tamang PIN ay ang password na inyong itinakda para sa inyong trading account. Kung nais ninyong baguhin o i-reset ang inyong trader's password (PIN): Buksan ang HFM App at mag-login sa inyong myHF area, pumunta sa Menu at piliin ang 'My Wallet', piliin ang 'Live Accounts' o 'Demo Accounts', tapos piliin ang trading account na gusto ninyong baguhin ang password, i-tap ang tatlong patayong tuldok sa tabi ng 'Trade' button at piliin ang 'Change Password', maglagay ng bagong password na sumusunod sa security criteria, tapos i-tap ang 'Continue', makakatanggap kayo ng OTP sa inyong registered email, ilagay ito sa field at i-tap ang 'Confirm'. Kung hindi pa rin ma-access ang app, subukan i-restart ang inyong device o i-update ang app. Kung problema pa rin, makipag-ugnayan sa aming support team."
qa_498,App not opening PIN issue,"Maaaring hindi nagbubukas ang inyong HFM app dahil sa maling PIN o iba pang teknikal na isyu. Ang tamang PIN ay ang password na inyong itinakda para sa inyong trading account. Kung nais ninyong baguhin o i-reset ang inyong trader's password (PIN): Buksan ang HFM App at mag-login sa inyong myHF area, pumunta sa Menu at piliin ang 'My Wallet', piliin ang 'Live Accounts' o 'Demo Accounts', tapos piliin ang trading account na gusto ninyong baguhin ang password, i-tap ang tatlong patayong tuldok sa tabi ng 'Trade' button at piliin ang 'Change Password', maglagay ng bagong password na sumusunod sa security criteria, tapos i-tap ang 'Continue', makakatanggap kayo ng OTP sa inyong registered email, ilagay ito sa field at i-tap ang 'Confirm'. Kung hindi pa rin ma-access ang app, subukan i-restart ang inyong device o i-update ang app. Kung problema pa rin, makipag-ugnayan sa aming support team."
qa_499,How to unarchive wallet,"Archiving a trading account is permanent and cannot be undone. Once you archive a trading account, it cannot be reactivated or unarchived. If you need to continue trading, you may consider opening a new trading account through your myHF area by going to Trading Accounts > Open Live Account or Open Demo Account. If you need assistance with creating a new account, please contact our Live Agents."
qa_500,Unarchive my account,"Archiving a trading account is permanent and cannot be undone. Once you archive a trading account, it cannot be reactivated or unarchived. If you need to continue trading, you may consider opening a new trading account through your myHF area by going to Trading Accounts > Open Live Account or Open Demo Account. If you need assistance with creating a new account, please contact our Live Agents."
qa_501,My ID cannot be verified,"To verify your account, you need to provide a valid Proof of Identification such as a current passport, National ID card, or Driving Licence. If your voter ID or current document is not accepted, please try submitting one of these alternative documents. You can upload your documents directly in your myHF area or send them via email to backoffice@hfm.com. Once your documents are verified (usually within 48 hours), you will be able to make deposits. If you continue to experience issues, please contact our Live Agents for further assistance with the verification process."
qa_502,ID verification failed,"To verify your account, you need to provide a valid Proof of Identification such as a current passport, National ID card, or Driving Licence. If your voter ID or current document is not accepted, please try submitting one of these alternative documents. You can upload your documents directly in your myHF area or send them via email to backoffice@hfm.com. Once your documents are verified (usually within 48 hours), you will be able to make deposits. If you continue to experience issues, please contact our Live Agents for further assistance with the verification process."
qa_503,Donde esta mi deposito,"Si tu depósito no aparece en tu cuenta, puede deberse a varios motivos como el tiempo de procesamiento según el método de pago, que la verificación de tu cuenta no esté completa, retrasos por parte de tu banco o detalles incorrectos en el depósito. Para resolverlo, por favor envía una captura de pantalla del recibo o confirmación de la transacción exitosa al correo deposit@hfm.com o contacta a un Agente en vivo para que te ayuden a verificar el estado de tu depósito."
qa_504,No veo mi deposito,"Si tu depósito no aparece en tu cuenta, puede deberse a varios motivos como el tiempo de procesamiento según el método de pago, que la verificación de tu cuenta no esté completa, retrasos por parte de tu banco o detalles incorrectos en el depósito. Para resolverlo, por favor envía una captura de pantalla del recibo o confirmación de la transacción exitosa al correo deposit@hfm.com o contacta a un Agente en vivo para que te ayuden a verificar el estado de tu depósito."
qa_505,Why was my account archived,"Trading accounts may be archived for several reasons including reaching the maximum limit of 7 Live MT4/MT5 accounts per client, prolonged inactivity, compliance requirements, or account violations. Once archived, accounts cannot be reactivated. If you need to continue trading, you can create a new trading account through your myHF area. For specific details about why your particular account was archived, please contact our Live Agents who can review your account history and provide detailed information."
qa_506,Account closed and archived,"Trading accounts may be archived for several reasons including reaching the maximum limit of 7 Live MT4/MT5 accounts per client, prolonged inactivity, compliance requirements, or account violations. Once archived, accounts cannot be reactivated. If you need to continue trading, you can create a new trading account through your myHF area. For specific details about why your particular account was archived, please contact our Live Agents who can review your account history and provide detailed information."
qa_507,Can't see my open positions,"If you can't see your open trading positions, please try the following steps: Make sure you are logged into the correct trading account on your platform (MT4/MT5 or Web Terminal), check that the instruments related to your account type are visible in the 'Market Watch' window (right-click on 'Market Watch', select 'Symbols', choose the instruments you want to trade, click 'Show', then close the window), confirm you are connected to the correct server and that your login details are correct. If some symbols appear greyed out, they might be used for price calculations and can be hidden by right-clicking and selecting 'Hide'. Also, right-click on 'Market Watch' and select 'Show All' to ensure all available instruments are displayed. If you still cannot see your positions, try logging out and logging back in or restarting the platform."
qa_508,Open positions not visible,"If you can't see your open trading positions, please try the following steps: Make sure you are logged into the correct trading account on your platform (MT4/MT5 or Web Terminal), check that the instruments related to your account type are visible in the 'Market Watch' window (right-click on 'Market Watch', select 'Symbols', choose the instruments you want to trade, click 'Show', then close the window), confirm you are connected to the correct server and that your login details are correct. If some symbols appear greyed out, they might be used for price calculations and can be hidden by right-clicking and selecting 'Hide'. Also, right-click on 'Market Watch' and select 'Show All' to ensure all available instruments are displayed. If you still cannot see your positions, try logging out and logging back in or restarting the platform."
qa_509,Transfer balance between accounts,"For questions about transferring funds between different account types or bonus accounts, please contact our Live Agents who can provide specific guidance based on your account configuration and bonus terms. They will be able to assist you with account transfers and explain any restrictions that may apply."
qa_510,Can I transfer from bonus to premium,"For questions about transferring funds between different account types or bonus accounts, please contact our Live Agents who can provide specific guidance based on your account configuration and bonus terms. They will be able to assist you with account transfers and explain any restrictions that may apply."
qa_511,I can't deposit to my account,"If you are unable to make a deposit, please try the following steps: Log in to your myHF area, click on 'Deposit' on the left-hand menu, select your preferred payment method and follow the instructions. If using the HFM App, tap Menu > Deposit and select an available method. Ensure your account is fully verified with approved documents. If you receive any error messages or continue to experience issues, please email our Deposit Department at deposit@hfm.com or contact a Live Agent for further support."
qa_512,Deposit not working,"If you are unable to make a deposit, please try the following steps: Log in to your myHF area, click on 'Deposit' on the left-hand menu, select your preferred payment method and follow the instructions. If using the HFM App, tap Menu > Deposit and select an available method. Ensure your account is fully verified with approved documents. If you receive any error messages or continue to experience issues, please email our Deposit Department at deposit@hfm.com or contact a Live Agent for further support."
qa_513,My account was archived,"Unfortunately, once a trading account is archived on HF Markets, it cannot be reactivated or reopened. Accounts may be archived due to inactivity, reaching account limits, or other reasons. If you wish to continue trading, you will need to create a new trading account through your myHF area by going to Trading Accounts > Open Live Account. If you need assistance or have questions about why your account was archived, please contact our Live Agents."
qa_514,Account got archived,"Unfortunately, once a trading account is archived on HF Markets, it cannot be reactivated or reopened. Accounts may be archived due to inactivity, reaching account limits, or other reasons. If you wish to continue trading, you will need to create a new trading account through your myHF area by going to Trading Accounts > Open Live Account. If you need assistance or have questions about why your account was archived, please contact our Live Agents."
qa_515,Please verify my IDs today,"To verify your identification documents, please upload them through your myHF area or send them via email to backoffice@hfm.com. Required documents include: A current, colored scanned copy of your passport or similar photo ID (National ID card or Driving licence), and a Proof of Address document (bank statement or utility bill) not older than 6 months, showing your name and physical address. Once submitted, your documents will be verified within 24-48 hours."
qa_516,Verify my documents today,"To verify your identification documents, please upload them through your myHF area or send them via email to backoffice@hfm.com. Required documents include: A current, colored scanned copy of your passport or similar photo ID (National ID card or Driving licence), and a Proof of Address document (bank statement or utility bill) not older than 6 months, showing your name and physical address. Once submitted, your documents will be verified within 24-48 hours."
qa_517,How to activate trading account,"To activate your trading account, ensure you have completed account verification by submitting required documents (Proof of Identification and Proof of Address) through your myHF area or to backoffice@hfm.com. Once verified, you can log in to your trading platform using your trading account number, trader's password, and correct server. If you encounter any errors during login, please provide a screenshot and contact our Live Agents for assistance."
qa_518,Activate my account,"To activate your trading account, ensure you have completed account verification by submitting required documents (Proof of Identification and Proof of Address) through your myHF area or to backoffice@hfm.com. Once verified, you can log in to your trading platform using your trading account number, trader's password, and correct server. If you encounter any errors during login, please provide a screenshot and contact our Live Agents for assistance."
qa_519,Where is dashboard in app,"In the HFM App, you can access your dashboard by logging into your myHF area. Once logged in, tap on the Menu at the bottom of the screen. From there, you can navigate to different sections such as My Wallet, Live Accounts, or Demo Accounts, which serve as your main dashboard areas to manage your finances and trading accounts."
qa_520,App dashboard location,"In the HFM App, you can access your dashboard by logging into your myHF area. Once logged in, tap on the Menu at the bottom of the screen. From there, you can navigate to different sections such as My Wallet, Live Accounts, or Demo Accounts, which serve as your main dashboard areas to manage your finances and trading accounts."
qa_521,Account registration confirmation,"For questions about account registration status, appointment confirmations, or specific account setup processes, please contact our Live Agents who can verify your registration details and assist with any appointment-related inquiries. They will be able to provide personalized assistance based on your specific registration requirements."
qa_522,Registration appointment,"For questions about account registration status, appointment confirmations, or specific account setup processes, please contact our Live Agents who can verify your registration details and assist with any appointment-related inquiries. They will be able to provide personalized assistance based on your specific registration requirements."
qa_523,HF Markets registration number,"HFM (HF Markets) is registered as an International Business Company in St. Vincent & the Grenadines with the registration number 22747 IBC 2015. If you need a specific reference number related to your personal account or registration, please log in to your myHF area on the website or HFM App to manage your account details. For official documents or confirmation, please contact HFM support via the Contact Us page from your registered email address."
qa_524,Broker registration reference,"HFM (HF Markets) is registered as an International Business Company in St. Vincent & the Grenadines with the registration number 22747 IBC 2015. If you need a specific reference number related to your personal account or registration, please log in to your myHF area on the website or HFM App to manage your account details. For official documents or confirmation, please contact HFM support via the Contact Us page from your registered email address."
qa_525,Where can I find trading ID,"You can find your trading ID by logging into your myHF area. Once logged in, go to the My Trading Accounts section where all your live and demo trading accounts are listed along with their respective trading IDs. If using the HFM App, log in to your myHF account, tap on Menu, then My Wallet, and select either the Live Accounts or Demo Accounts tab. Your trading IDs will be displayed there next to each account."
qa_526,Find my trading ID,"You can find your trading ID by logging into your myHF area. Once logged in, go to the My Trading Accounts section where all your live and demo trading accounts are listed along with their respective trading IDs. If using the HFM App, log in to your myHF account, tap on Menu, then My Wallet, and select either the Live Accounts or Demo Accounts tab. Your trading IDs will be displayed there next to each account."
qa_527,Balance not showing in MT5,"If your balance is not reflecting in the MT5 app, please try the following steps: Ensure you are logged in with the correct trading account number and trader's password, verify that you have selected the correct server when logging in, refresh or restart the app to update the balance, and check your account status in the myHF area to confirm your funds are available. If you recently made a deposit or withdrawal, allow some time for the transaction to process. If the issue persists, try logging out and logging back in or contact our Live Agents for assistance."
qa_528,MT5 balance not reflecting,"If your balance is not reflecting in the MT5 app, please try the following steps: Ensure you are logged in with the correct trading account number and trader's password, verify that you have selected the correct server when logging in, refresh or restart the app to update the balance, and check your account status in the myHF area to confirm your funds are available. If you recently made a deposit or withdrawal, allow some time for the transaction to process. If the issue persists, try logging out and logging back in or contact our Live Agents for assistance."
qa_529,How long does deposit take,"Deposit processing times vary depending on your payment method. Most deposits are processed instantly or within a few minutes, but some methods may take longer. You can check the specific processing times for each deposit method on our website by navigating to Trading > Pricing > Deposit Options. If your deposit transaction was successful but funds are not showing in your myHF account, please send a screenshot of your deposit receipt to deposit@hfm.com."
qa_530,Deposit processing time,"Deposit processing times vary depending on your payment method. Most deposits are processed instantly or within a few minutes, but some methods may take longer. You can check the specific processing times for each deposit method on our website by navigating to Trading > Pricing > Deposit Options. If your deposit transaction was successful but funds are not showing in your myHF account, please send a screenshot of your deposit receipt to deposit@hfm.com."
qa_531,What is demo contest,"The Demo Contest is a trading competition where you can participate using a demo account to compete for real cash prizes. Participants trade with virtual funds and compete to achieve the highest percentage gain during the contest period. Winners can receive cash prizes that can be withdrawn or used for live trading. For current demo contest details, rules, and prizes, please visit our website under Promotions > Demo Contest."
